source,page,text,entity_text,entity_label
apr-2021_OCR.pdf,3,Gars à Proximité ,Gars à Proximité,PLACE_NAME
apr-2021_OCR.pdf,4,"GroUpE Hom 3091-2703 Qc Inc    1674 Cartier, Montréal H2K 4E2 ","1674 Cartier, Montréal H2K 4E2",FULL_ADDRESS
apr-2021_OCR.pdf,4,"aFFiLiaTionS  Fugues est membre de la Chambre de  commerce LGBT du Québec, de la SDC du  Village (Village Montréal), de l’Association québecoise des éditeurs de magazines (AQEM) et de l’International Gay & Lesbian Travel  Association (IGLTA). ",Village Montréal,PLACE_NAME
apr-2021_OCR.pdf,4,Couverture Modèle : ChristopherDIRADDO Photographe : Vincent FORTIER @vince_fortier Montage graphique : ÉricPERRIER ,Couverture Modèle,PLACE_NAME
apr-2021_OCR.pdf,4,"1674 Cartier, MontréalH2K 4E2 ","1674 Cartier, MontréalH2K 4E2",FULL_ADDRESS
apr-2021_OCR.pdf,4,RESPONSABLE DE LA FACTURATION RéalLEFEBVRE ,RESPONSABLE DE LA,PLACE_NAME
apr-2021_OCR.pdf,4,Jean-Charles MARIER ,Jean-Charles MARIER,PLACE_NAME
apr-2021_OCR.pdf,4,"Jean-Charles MARIER, Yves LAFONTAINE et ",Jean-Charles MARIER,PLACE_NAME
apr-2021_OCR.pdf,4,"Village (Village Montréal ), de l'Association ",Village (Village Montréal,FULL_ADDRESS
apr-2021_OCR.pdf,4,Bibliothèquenationale du Québec ,Bibliothèquenationale du Québec,PLACE_NAME
apr-2021_OCR.pdf,6,CHRISTOPHER DIRADDO 32 ,CHRISTOPHER DIRADDO 32,PLACE_NAME
apr-2021_OCR.pdf,6,10miles S SIX DEGRÉS70 ,10miles S SIX,PLACE_NAME
apr-2021_OCR.pdf,6,Jague's ,Jague's,PLACE_NAME
apr-2021_OCR.pdf,8,Enfont-ilstoujours autant ? Çadépendqui . Comprenez- ,Enfont-ilstoujours autant ? Çadépendqui,PLACE_NAME
apr-2021_OCR.pdf,8,MAGAZINES| SITE WEB| INFOLETTRES FUGUES.COM OY ,FUGUES.COM,PLACE_NAME
apr-2021_OCR.pdf,11,"<< Une expériencecomplexe, ","<< Une expériencecomplexe,",PLACE_NAME
apr-2021_OCR.pdf,11,"<< Une puissance brute, immémoriale . >> KölnerStadt-Anzeiger 7 spectacles prédévoilés ! fta.ca ",<< Une,PLACE_NAME
apr-2021_OCR.pdf,12,"ApeRITIVo VILLAge, L’e�pICeRIe gouRMAnde d’InspIRATIon ITALIenne «On s’est posé beaucoup de questions suite à la fermeture du bar Minéral, lors du 2e confinement en décembre dernier, explique Mathieu Ménard, copropriétaire de ce bar et maintenant de l’Aperitivo Village. «On se demandait ce qui marcherait, ce qu’il n’y avait pas dans le Village. Je suis un gros fan de bouffe italienne, donc je me déplaçais souvent dans la Petite-Italie et au marché Jean-Talon. Je me suis dit, pourquoi pas une épicerie de ce style ici, dans le Village. Et c’est comme ça qu’on a abouti à Aperitivo Village!» ",bar Minéral,PLACE_NAME
apr-2021_OCR.pdf,12,"ApeRITIVo VILLAge, L’e�pICeRIe gouRMAnde d’InspIRATIon ITALIenne «On s’est posé beaucoup de questions suite à la fermeture du bar Minéral, lors du 2e confinement en décembre dernier, explique Mathieu Ménard, copropriétaire de ce bar et maintenant de l’Aperitivo Village. «On se demandait ce qui marcherait, ce qu’il n’y avait pas dans le Village. Je suis un gros fan de bouffe italienne, donc je me déplaçais souvent dans la Petite-Italie et au marché Jean-Talon. Je me suis dit, pourquoi pas une épicerie de ce style ici, dans le Village. Et c’est comme ça qu’on a abouti à Aperitivo Village!» ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,12,"ApeRITIVo VILLAge, L’e�pICeRIe gouRMAnde d’InspIRATIon ITALIenne «On s’est posé beaucoup de questions suite à la fermeture du bar Minéral, lors du 2e confinement en décembre dernier, explique Mathieu Ménard, copropriétaire de ce bar et maintenant de l’Aperitivo Village. «On se demandait ce qui marcherait, ce qu’il n’y avait pas dans le Village. Je suis un gros fan de bouffe italienne, donc je me déplaçais souvent dans la Petite-Italie et au marché Jean-Talon. Je me suis dit, pourquoi pas une épicerie de ce style ici, dans le Village. Et c’est comme ça qu’on a abouti à Aperitivo Village!» ",marché Jean-Talon,PLACE_NAME
apr-2021_OCR.pdf,12,"ApeRITIVo VILLAge, L’e�pICeRIe gouRMAnde d’InspIRATIon ITALIenne «On s’est posé beaucoup de questions suite à la fermeture du bar Minéral, lors du 2e confinement en décembre dernier, explique Mathieu Ménard, copropriétaire de ce bar et maintenant de l’Aperitivo Village. «On se demandait ce qui marcherait, ce qu’il n’y avait pas dans le Village. Je suis un gros fan de bouffe italienne, donc je me déplaçais souvent dans la Petite-Italie et au marché Jean-Talon. Je me suis dit, pourquoi pas une épicerie de ce style ici, dans le Village. Et c’est comme ça qu’on a abouti à Aperitivo Village!» ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,12,"à trouver de bons produits», indiqueMathieu Ménard, également copropriétaire du bar Blind pig dans Hochelaga. Que retrouve-t-on précisément au Aperitivo Village? «Il y a un peu de tout : des pâtes maison que l’on ramène pour mettre dans de l’eau bouillante salée, des charcuteries, des fromages, des sauces, des pâtisseries italiennes comme des tartelettes  siciliennes ou du tiramisu, entre autres», précise Mathieu Ménard.«Et il y a des produits très abordables : par exemple, notre jambon, de très bonne qualité, est moins cher que chez IgA ou Métro, donc un étudiant avec un budget, va pouvoir y trouver son compte.  ",bar Blind,PLACE_NAME
apr-2021_OCR.pdf,12,"Aperitivo Village 1701, rue Atateken, Mtl.    www.facebook.com/aperitivovillage ",Aperitivo Village,PLACE_NAME
apr-2021_OCR.pdf,12,"Aperitivo Village 1701, rue Atateken, Mtl.    www.facebook.com/aperitivovillage ","1701, rue Atateken, Mtl.",FULL_ADDRESS
apr-2021_OCR.pdf,12,Chronique Place au village ,Chronique Place,PLACE_NAME
apr-2021_OCR.pdf,12,Chronique Place au village ,village,PLACE_NAME
apr-2021_OCR.pdf,12,"Au cours des dernières semaines, deux commerces de détail ont ouvert leurs portes dans le Village. Ils offrent des produits  alimentaires différents de ce que l’on retrouve dans les grandes bannières présentes dans le quartier. Mi-février, on assistait à l’ouverture  de Ton-quartier Ville-Marie, une mini épicerie et un café, propulsé par nul autre qu’Isabelle Corriveau et Marc-Antoine Coulombe du  Bistro Tendresse et du Bar Renard. Les deux ont investi le local à côté du Renard, pour y ouvrir une succursale d’une mini épicerie déjà présente  dans Rosemont.  Quelques semaines plus tard, c’était au tour d’Aperitivo Village, le plus récent projet de Mathieu Ménard et cie,  d’ouvrir ses portes pour nous faire découvrir, chaque semaine, des nouveaux produits d’ici et d’ailleurs d’inspiration italienne. ","Au cours des dernières semaines, deux commerces de détail",PLACE_NAME
apr-2021_OCR.pdf,12,"Au cours des dernières semaines, deux commerces de détail ont ouvert leurs portes dans le Village. Ils offrent des produits  alimentaires différents de ce que l’on retrouve dans les grandes bannières présentes dans le quartier. Mi-février, on assistait à l’ouverture  de Ton-quartier Ville-Marie, une mini épicerie et un café, propulsé par nul autre qu’Isabelle Corriveau et Marc-Antoine Coulombe du  Bistro Tendresse et du Bar Renard. Les deux ont investi le local à côté du Renard, pour y ouvrir une succursale d’une mini épicerie déjà présente  dans Rosemont.  Quelques semaines plus tard, c’était au tour d’Aperitivo Village, le plus récent projet de Mathieu Ménard et cie,  d’ouvrir ses portes pour nous faire découvrir, chaque semaine, des nouveaux produits d’ici et d’ailleurs d’inspiration italienne. ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,12,Deux nouvelles destinations  dans le Village pour  satisfaire nos papilles ,le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,12,THE ARTISAN'S WAY ,THE ARTISAN'S WAY,PLACE_NAME
apr-2021_OCR.pdf,12,"APERITIVO VILLAGE, ",APERITIVO VILLAGE,PLACE_NAME
apr-2021_OCR.pdf,12,"<<On s'est posé beaucoup de questions suite à la fermeture du bar Minéral, lors du 2e ",bar Minéral,PLACE_NAME
apr-2021_OCR.pdf,12,"maintenantdel'Aperitivo Village. « On se demandait ce qui marcherait, cequ'il n'yavait pas ",maintenantdel'Aperitivo Village,PLACE_NAME
apr-2021_OCR.pdf,12,"dans le Village. Jesuis un gros fan de bouffe italienne, donc je me déplaçais souvent dans ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,12,"la Petite -Italie et au marché Jean-Talon. Je me suis dit, pourquoi pas une épiceriede cestyle Aperitivoouvrira prochainement une autre succursale dans le TechnopôleAngus ! Il s'agira ici, dans le Village. Et c'est comme çaqu'on a aboutiàAperitivoVillage!>> ",marché Jean-Talon,PLACE_NAME
apr-2021_OCR.pdf,12,"la Petite -Italie et au marché Jean-Talon. Je me suis dit, pourquoi pas une épiceriede cestyle Aperitivoouvrira prochainement une autre succursale dans le TechnopôleAngus ! Il s'agira ici, dans le Village. Et c'est comme çaqu'on a aboutiàAperitivoVillage!>> ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,12,"1701 , rue Atateken, Mtl . ","1701 , rue Atateken, Mtl .",FULL_ADDRESS
apr-2021_OCR.pdf,13,pLACe Au VILLAge  esT Rendu possIBLe gRâCeà LA CoLLABoRATIon de LA sdC du VILLAge. ,pLACe Au,PLACE_NAME
apr-2021_OCR.pdf,13,pLACe Au VILLAge  esT Rendu possIBLe gRâCeà LA CoLLABoRATIon de LA sdC du VILLAge. ,VILLAge,PLACE_NAME
apr-2021_OCR.pdf,13,pLACe Au VILLAge  esT Rendu possIBLe gRâCeà LA CoLLABoRATIon de LA sdC du VILLAge. ,VILLAge,ARRONDISSEMENT
apr-2021_OCR.pdf,13,"1211, rue sainte-Catherine est, Montréal QC. H2L 2H1   |   514 529.1168   |  village-montreal.ca | www facebook.com/villagemontreal ","1211, rue sainte-Catherine est, Montréal QC. H2L 2H1",FULL_ADDRESS
apr-2021_OCR.pdf,13,"DES AGENT.E.S D'ACCUEIL  DANS LE VILLAGE  en janvier dernier, la sdC Village Montréal lançait un projet pilote d'agent.e.s  d'accueil pour améliorer la cohabitation entre toustes. «depuis le lancement de la brigade dans le Village, les citoyen.ne.s et les visiteur.euse.s disent se sentir un peu plus en sécurité dans le quartier», raconte Amina, croisée lors d’une tournée du Village. «Ça rassure les gens de nous voir désamorcer des situations en parlant avec les personnes en situation de marginalité», a ajouté Maude. Tous les jours de la semaine, de 9h à 21h, un duo d'agent.e.s d'accueil assure le lien, selon les  besoins des commerçant.e.s et la situation, avec les différent.e.s acteur.rice.s du quartier : populations marginalisées, organismes communautaires, groupes de médiation/cohabitation, police. Ces agent.e.s signalent également les enjeux  de propreté aux services concernés. n'hésitez pas à les saluer ! 6 ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,13,"DES AGENT.E.S D'ACCUEIL  DANS LE VILLAGE  en janvier dernier, la sdC Village Montréal lançait un projet pilote d'agent.e.s  d'accueil pour améliorer la cohabitation entre toustes. «depuis le lancement de la brigade dans le Village, les citoyen.ne.s et les visiteur.euse.s disent se sentir un peu plus en sécurité dans le quartier», raconte Amina, croisée lors d’une tournée du Village. «Ça rassure les gens de nous voir désamorcer des situations en parlant avec les personnes en situation de marginalité», a ajouté Maude. Tous les jours de la semaine, de 9h à 21h, un duo d'agent.e.s d'accueil assure le lien, selon les  besoins des commerçant.e.s et la situation, avec les différent.e.s acteur.rice.s du quartier : populations marginalisées, organismes communautaires, groupes de médiation/cohabitation, police. Ces agent.e.s signalent également les enjeux  de propreté aux services concernés. n'hésitez pas à les saluer ! 6 ",Village,ARRONDISSEMENT
apr-2021_OCR.pdf,13,"Ton-quartier Ville-Marie 1276, rue sainte-Catherine est. T. 514-596-6230 www.facebook.com/ton.quartier ","1276, rue sainte-Catherine est.",FULL_ADDRESS
apr-2021_OCR.pdf,13,PROPOSE DE MANGER LOCAL ,PROPOSE DE MANGER,PLACE_NAME
apr-2021_OCR.pdf,13,"<<Initialement, nous avionsréservéle local afin d'yfaire un deuxièmebar,à côtédu Renard. ",<<Initialement,PLACE_NAME
apr-2021_OCR.pdf,13,"1276, rue Sainte- Catherine Est. T. 514-596-6230 ","1276, rue Sainte- Catherine Est.",FULL_ADDRESS
apr-2021_OCR.pdf,13,"brigade dans le Village, les citoyen.ne.s et les visiteur.euse.s disent sesentir un ",le Village,ARRONDISSEMENT
apr-2021_OCR.pdf,13,village montréal ,village montréal,PLACE_NAME
apr-2021_OCR.pdf,13,"1211 , rue Sainte-Catherine Est, MontréalQC. H2L2H1 | 514 529.1168 | village-montreal.ca | www facebook.com/villagemontreal ","1211 , rue Sainte-Catherine Est, MontréalQC.",FULL_ADDRESS
apr-2021_OCR.pdf,14,"Le narcissique des applis de rencontre, c’est celui qui est là pour accumuler les «swipe-rights» sur Tinder sans aucunement tenir à discuter ni à rencontrer par la suite. Ceux qui s’interrogent sur cette drôle d’habitude dans leur description de profil ne font que montrer la  profonde superficialité de leur analyse du phénomène. Rien de plus logique, quand on y va pour satisfaire son besoin d’être vu et admiré à grande échelle. Ce refus du contrat de base implicite des applis de rencontre n’en constitue pas moins un manque d’éthique à grande échelle. Puissions-nous apprendre à le sanctionner comme il se doit, plutôt que de nourrir la bête en  continuant de flatter les beaux criminels qui s’en  rendent coupables. 6 ","Le narcissique des applis de rencontre,",PLACE_NAME
apr-2021_OCR.pdf,14,Pharmacology ,Pharmacology,PLACE_NAME
apr-2021_OCR.pdf,14,"Rocco Magnotta... Selon cette définition, iln'y a pas les ",Rocco Magnotta,PLACE_NAME
apr-2021_OCR.pdf,14,"Le narcissique des applisde rencontre, c'est celuiquiest là pour accumuler les « swipe-rights» surTinder sans ","Le narcissique des applisde rencontre,",PLACE_NAME
apr-2021_OCR.pdf,15,REZO ,REZO,PLACE_NAME
apr-2021_OCR.pdf,16,"moins), liésà la liberté d'expression etacadémique ",moins),PLACE_NAME
apr-2021_OCR.pdf,16,tous les jours. <<Fatiguéede devoir expliquer à mes ,<<Fatiguéede,PLACE_NAME
apr-2021_OCR.pdf,18,"Évoluant à TVA sports depuis bientôt trois mois, Mélodie daoust est l’une des rares femmes analystes de la LnH au Québec. Ce nouveau défi s’ajoute à sa préparation d’athlète en vue des Jeux olympiques de 2022, à son  mandat d’instructrice-adjointe des Carabins de l’université de Montréal et à son rôle de mère, aux côtés de sa conjointe. ",Montréal,CITY
apr-2021_OCR.pdf,18,"Quel est ton plus grand défi? Trouver mes mots en français, alors que j’évolue dans un environnement très anglophone. J’ai étudié à l’université Mcgill. Je joue au hockey avec des joueuses anglophones. Mes amies parlent constamment en anglais. Je dois donc faire la transition, mais c’est très important pour moi. Je suis fière d’être francophone. ",l’université Mcgill,PLACE_NAME
apr-2021_OCR.pdf,19,MOUELLET@VILLEMARIEKIA.COM ,MOUELLET@VILLEMARIEKIA.COM,PLACE_NAME
apr-2021_OCR.pdf,19,CLINIQUE DENTAIRE ,CLINIQUE DENTAIRE,PLACE_NAME
apr-2021_OCR.pdf,19,"CLINIQUE DENTAIRE 1935 1935 MAISONNEUVE EST, MTL ",CLINIQUE DENTAIRE,PLACE_NAME
apr-2021_OCR.pdf,20,Entrevue avec la mairesse de Montréal ,Montréal,CITY
apr-2021_OCR.pdf,21,"Avant la pandémie, on voyait des commerces fermés et remplacés par des grandes bannières ou encore rester vacants en raison des loyers trop élevés. La situation s'est aggravée avec la pandémie. Quelles solutions prévoyez-vous? Il faut savoir que contrairement à d'autres artères commerciales, la plupart des commerçants du Village ne sont pas propriétaires mais locataires. Et contrairement à la Régie des  logements, nous n'avons pas de registres des baux commerciaux pour qu'un futur  commerçant puisse se renseigner et comparer. Mais nous travaillons à la création de ce  registre avec la collaboration de l’Association des sociétés de développement commercial de Montréal (AsdCM), dont la sdC du Village. Nous avons une superbe collaboration avec les SDC, et c'est important parce que ce sont elles qui sont sur le terrain, qui ont une très bonne connaissance des problématiques. Avec la sdC du Village, nous regardons comment attirer des commerces différents pour assurer une bonne mixité. Une rue commerciale qui fonctionne bien est une rue où l'on peut bien sûr trouver des bars, des cafés, mais aussi des boulangeries, etc. […] D'autant que les projets immobiliers qui s'en viennent vont sûrement contribuer à une plus grande diversité de commerces. Je pense aussi, pour aider à la relance économique, qu'il faudra créer un programme accès-commerce, comme il existe un  programme accès-logement, qui permette à des commerçants d'acheter ou de louer des locaux plus facilement et moins coûteux. Il faut voir aussi les exemples qui existent ailleurs dans le monde, car il y a des expériences intéressantes. […] Je pense que l'on tend vers cela avec le projet particulier d'urbanisme (ppu) des Faubourgs: l'Avenir du Village. ",Village,ARRONDISSEMENT
apr-2021_OCR.pdf,21,"La pandémie a mis en lumière des problématiques qui durent depuis des décennies, comme l'itinérance dont les derniers chiffres nous apprennent que 43% de tous les itinérant.es à Montréal se retrouvent dans Ville-Marie et sont une source de problèmes et d'inquiétudes. Je crois qu'il faut rappeler à la population de Ville-Marie que l'itinérance n'est pas de  compétence municipale mais provinciale. On a tendance à l'oublier. La décision d'ouvrir comme refuge l'hôtel de la place dupuis a été prise par le CIusss du Centre-Sud-de-l'Île- de-Montréal avec le ministre délégué à la santé et aux services sociaux [Lionel Carmant]. Compte tenu de la situation, il était urgent de pouvoir trouver des lits pour les personnes  itinérantes avec la fermeture d'un certain nombre de refuges mais j'ai rappelé au ministre que la réquisition de l'hôtel de la place dupuisne pouvait être que temporaire. La pandémie a entraîné une augmentation de cette population vers le centre-ville car elle savait qu'elle y trouverait des services qui n'existent pas ailleurs sur l'île. Mais cela met une pression indue pour les résidents et les commerçants du Village, c’est pourquoi il faut distribuer de tels services dans d’autres quartiers et qu’il ne faut pas arrêter les ressources accordées par le gouvernement pour l'itinérance avec la fin de l'hiver, ni même de la pandémie. On ne peut pas laisser la Ville, l'arrondissement et les organismes communautaires qui sont en première ligne avec cette problématique, une problématique qui date de bien avant la pandémie. Il faut trouver des solutions qui tiennent compte des besoins des personnes itinérantes, comme la santé mentale, la toxicomanie, ou encore un simple problème de logement qui ne date pas d'aujourd'hui, ni même de la pandémie. Mais soulignons-le encore, la question du  logement social est de compétence provinciale et qu'il n'y a eu aucun investissement lors des deux derniers budgets provinciaux. Mais il faut une vision à long terme et concertée. ",Montréal,CITY
apr-2021_OCR.pdf,21,"des bars, des restaurants et des cafésdue aux mesures sanitaires, celui- ci, ","des bars, des restaurants",PLACE_NAME
apr-2021_OCR.pdf,23,"À la Galerie Dentaire, nous respectons  et représentons  la diversité de notre  communauté et du Québec.  ",la Galerie Dentaire,PLACE_NAME
apr-2021_OCR.pdf,23,1115 Boulevard René-Lévesque E 514-523-5535 | galeriedentaire.com ,1115 Boulevard René-Lévesque E,FULL_ADDRESS
apr-2021_OCR.pdf,23,BERRI-UQAM ,BERRI-UQAM,PLACE_NAME
apr-2021_OCR.pdf,23,galerie Ddentaire ,galerie Ddentaire,PLACE_NAME
apr-2021_OCR.pdf,23,"À la Galerie Dentaire, nous respectons et représentonsla diversité de notre communauté et du Québec . ",la Galerie Dentaire,PLACE_NAME
apr-2021_OCR.pdf,23,1115 Boulevard René-LévesqueE 514-523-5535 | galeriedentaire.com ,1115 Boulevard René-LévesqueE,FULL_ADDRESS
apr-2021_OCR.pdf,23,BERRI-UQAM ,BERRI-UQAM,PLACE_NAME
apr-2021_OCR.pdf,24,Consolidation des forcespourmieuxsoutenir ,Consolidation des forcespourmieuxsoutenir,PLACE_NAME
apr-2021_OCR.pdf,25,"2015, rue Drummond, 5e  étage, Montréal, Québec, H3G 1W7 514-284-3001 poste 227 ","2015, rue Drummond, 5e  étage, Montréal, Québec, H3G 1W7",FULL_ADDRESS
apr-2021_OCR.pdf,25,Collège d’Études Ostéopathiques ,Collège d’Études Ostéopathiques,PLACE_NAME
apr-2021_OCR.pdf,25,Clinique externe ,Clinique externe,PLACE_NAME
apr-2021_OCR.pdf,25,Clinique externe ,Clinique externe,PLACE_NAME
apr-2021_OCR.pdf,25,"2015, rue Drummond, 5e étage, Montréal, Québec, H3G 1W7 ","2015, rue Drummond, 5e étage, Montréal, Québec, H3G 1W7",FULL_ADDRESS
apr-2021_OCR.pdf,26,"gRIs-Montréal Recherche, identité de genre, gestion de la relève Ce projet vise à renforcer les capacités de GRIS- Montréal au niveau des ressources humaines, à l’aider à faire une planification stratégique, à renforcer la  collaboration entre les organismes (notamment en établissant des réseaux officiels et en échangeant des ressources) et de rendre plus accessibles les données et l’information (par la production de divers rapports) pour évaluer les besoins réels de la communauté.  Région : Montréal (Québec) somme allouée : 300 000 $ ",gRIs-Montréal,PLACE_NAME
apr-2021_OCR.pdf,26,"gRIs-Québec Consolidation pour assurer la viabilité de  gRIs-Québec Ce projet vise à renforcer la capacité de l’organisme qui opère dans la grande région de la Capitale- Nationale à l’aide d’une planification stratégique, en diversifiant et modernisant ses sources de finance- ment pour assurer sa viabilité à long terme. Une  portion de l’argent reçu servira spécifiquement à  effectuer une étude de marché pour la mise en place d’une Maison de la diversité qui allégera les charges locatives des organismes utilisateurs afin d’améliorer la collaboration et le partenariat entre les organismes. Région : Québec (Québec) somme allouée : 186 668 $ ",gRIs-Québec,PLACE_NAME
apr-2021_OCR.pdf,26,CONSEIL QUÉBÉCOISLG ,CONSEIL QUÉBÉCOISLG,PLACE_NAME
apr-2021_OCR.pdf,26,REZO ,REZO,PLACE_NAME
apr-2021_OCR.pdf,26,CENTRE COMMUNAUTAIRE ,CENTRE COMMUNAUTAIRE,PLACE_NAME
apr-2021_OCR.pdf,26,munautaire des LGBTQ de Montréalen vue depro- ,munautaire des LGBTQ de Montréalen vue,PLACE_NAME
apr-2021_OCR.pdf,26,PO ,PO,PLACE_NAME
apr-2021_OCR.pdf,26,Montréal ,Montréal,CITY
apr-2021_OCR.pdf,26,GRIS -Montréal ,GRIS -Montréal,PLACE_NAME
apr-2021_OCR.pdf,26,GRIS ,GRIS,PLACE_NAME
apr-2021_OCR.pdf,26,GRIS-Québec ,GRIS-Québec,PLACE_NAME
apr-2021_OCR.pdf,26,GRIS-Québec ,GRIS-Québec,PLACE_NAME
apr-2021_OCR.pdf,27,Montréal    Langelier et Centre-ville Victoriaville ,Montréal    Langelier,PLACE_NAME
apr-2021_OCR.pdf,27,· Solitude . Isolement ,Isolement,PLACE_NAME
apr-2021_OCR.pdf,27,PSYCHOTHÉRAPIE Guy Forest ,PSYCHOTHÉRAPIE Guy Forest,PLACE_NAME
apr-2021_OCR.pdf,27,MÉTRO LAURIER ,MÉTRO LAURIER,PLACE_NAME
apr-2021_OCR.pdf,27,"1117, STE-CATHERINE O. ","1117, STE-CATHERINE O.",FULL_ADDRESS
apr-2021_OCR.pdf,27,WWW.LOPIUM.COM ,WWW.LOPIUM.COM,PLACE_NAME
apr-2021_OCR.pdf,27,"CLAUDE E. CYR, M.A. 20 ANS DE PRÉSENCEDANS LA COMMUNAUTÉ ",CLAUDE E.,PLACE_NAME
apr-2021_OCR.pdf,27,maprep.org La PrEP : ton alliéeen matière ,maprep.org La PrEP,PLACE_NAME
apr-2021_OCR.pdf,28,Fondation Massimadi plan de développement stratégique Ce projet vise à renforcer la capacité de la Fondation à promouvoir la culture et les arts des communautés noires LGBTQ+ comme vecteur de changement social dans la lutte contre l’homophobie et la transphobie et moyen d’intégration des personnes LGBTQ+ afro. ET assurer sa viabilité à long terme. Région : Montréal (Québec). somme allouée : 70 000 $ ,Fondation Massimadi,PLACE_NAME
apr-2021_OCR.pdf,28,AlterHéros Région : Montréal (Québec) somme allouée : 123 378 $ ,AlterHéros Région : Montréal (Québec,PLACE_NAME
apr-2021_OCR.pdf,28,AlterHéros ,AlterHéros,PLACE_NAME
apr-2021_OCR.pdf,28,Peaufinerlescapacitésd'ALQ ,Peaufinerlescapacitésd'ALQ,PLACE_NAME
apr-2021_OCR.pdf,29,"1603 rue St Denis, Montréal. T. 514 439 8799 ","1603 rue St Denis, Montréal",FULL_ADDRESS
apr-2021_OCR.pdf,29,"1603 rue St Denis, Montréal . T. 514 439 8799 ","1603 rue St Denis, Montréal",FULL_ADDRESS
apr-2021_OCR.pdf,29,"2093, RUE DE LA VISITATION, MONTRÉAL, H2L 3C9 ","2093, RUE DE LA VISITATION, MONTRÉAL, H2L 3C9",FULL_ADDRESS
apr-2021_OCR.pdf,29,"901, rue Ste-Catherine Est, Mtl | 514 842.4915 poste 22 PHARMAPRIX VILLAGE ","901, rue Ste-Catherine Est, Mtl",FULL_ADDRESS
apr-2021_OCR.pdf,30,"À la fois désillusionné et romantique, Pierre-Luc Gagné publie son tout  premier - et très court - recueil de poésie, L’homme est un lion que je n’ai su faire rugir, quelques semaines après la fin de ses études en création  littéraire à l’Université Laval. ",l’Université Laval,PLACE_NAME
apr-2021_OCR.pdf,31,"25 ANS  À VOTRE SERVICE! RIVE-SUD • 504 boul. Roland-Therrien   |   Longueuil (450) 677.5533  CANTONS-DE-L’EST • 398, rue Principale, local 3   |   Granby (450) 378.0030 ",RIVE-SUD • 504 boul. Roland-Therrien   ,FULL_ADDRESS
apr-2021_OCR.pdf,31,"25 ANS  À VOTRE SERVICE! RIVE-SUD • 504 boul. Roland-Therrien   |   Longueuil (450) 677.5533  CANTONS-DE-L’EST • 398, rue Principale, local 3   |   Granby (450) 378.0030 ","398, rue Principale,",FULL_ADDRESS
apr-2021_OCR.pdf,31,LE CENTRE DE MÉDECINE  ET CHIRURGIE ESTHÉTIQUE ,LE CENTRE DE MÉDECINE  ET CHIRURGIE ESTHÉTIQUE,PLACE_NAME
apr-2021_OCR.pdf,31,LE CENTRE DE MÉDECINE ,LE CENTRE DE MÉDECINE,PLACE_NAME
apr-2021_OCR.pdf,31,Chirurgiesesthétiques ,Chirurgiesesthétiques,PLACE_NAME
apr-2021_OCR.pdf,31,RIVE-SUD · 504 boul. Roland-Therrien | Longueuil (450) 677.5533 ,RIVE-SUD,PLACE_NAME
apr-2021_OCR.pdf,31,RIVE-SUD · 504 boul. Roland-Therrien | Longueuil (450) 677.5533 ,Longueuil,CITY
apr-2021_OCR.pdf,31,"CANTONS-DE-L'EST· 398, rue Principale, local 3 | Granby (450) 378.0030 . ","398, rue Principale,",FULL_ADDRESS
apr-2021_OCR.pdf,31,SIRJOHN ,SIRJOHN,PLACE_NAME
apr-2021_OCR.pdf,31,"Pavillon de présentation 6720, rue Sherbrooke est Montréal , QC, H1N 1C9 ","6720, rue Sherbrooke est Montréal , QC, H1N 1C9",FULL_ADDRESS
apr-2021_OCR.pdf,33,QueerItalian-Canadian Writing(Longbridge Books). DiRaddo a fait sesdébutsqueer au sein ,QueerItalian-Canadian Writing(Longbridge Books),PLACE_NAME
apr-2021_OCR.pdf,33,Way ,Way,PLACE_NAME
apr-2021_OCR.pdf,33,CHRISTOPHER DIRADDO ,CHRISTOPHER DIRADDO,PLACE_NAME
apr-2021_OCR.pdf,33,"à l'Université Concordia , maisj'ai obtenu toute mon expériencepratique durant mesannées ",l'Université Concordia,PLACE_NAME
apr-2021_OCR.pdf,34,"Was The Family Way inspired by real-life events? When i was young i operated in activist circles around Pride. today we aren’t living in a post-Pride world, but we’ve gotten a lot of the things that we fought for. at the same time, our lives are very different than traditional heterosexual families, and i wanted to showcase and celebrate queer family. ",Was The Family Way,PLACE_NAME
apr-2021_OCR.pdf,34,"marcherdansla rue, pouvoir admirer de beaux spécimens, prendre un verre,danseret ",marcherdansla rue,PLACE_NAME
apr-2021_OCR.pdf,34,"Blue Metropolis Violet Literary Prize, an annual award presentedto an established Cana- ",Blue Metropolis Violet,PLACE_NAME
apr-2021_OCR.pdf,34,Was The Family Way inspired by real -lifeevents? ,Was The Family Way,PLACE_NAME
apr-2021_OCR.pdf,34,"little bit before then, just bybeingtwowriters living in Montreal. But he really was able ",Montreal,CITY
apr-2021_OCR.pdf,35,CHRISTOPHER AT THE QUEBEC WRITERS FEDERATION ,CHRISTOPHER AT THE QUEBEC WRITERS FEDERATION,PLACE_NAME
